index,source_id,source_path,file_type,word_count,decision,reason
137,1c_cI3kK1FidnW1jOcQh60LPa6vM4Y-kN,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/README.md,md,891,keep,kept
138,10TG4Ygljo3w0FOaRMOk73f7wrlqAJ4WM,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_8.00s.csv,csv,2978,keep,kept
139,1i3ZEjjAl8_axFAnbe7ZfGPz0n-qpZFHa,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_12.00s.csv,csv,4460,keep,kept
140,1y_h2O3mdQjCyfiDErlIhFZ1ZAAwif2jb,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_11.00s.csv,csv,4091,keep,kept
141,12dHsCYj-MsCE5g03KCMr1uchaVWYuS3B,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_14.00s.csv,csv,5201,keep,kept
142,11TsNZYChB5SM6LCPLoKXyF_4RSC68e4b,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_14.50s.csv,csv,5387,keep,kept
143,1uGSeBnh0KxqNjcFdh4XNLsljIMXKWzWX,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_6.00s.csv,csv,2237,keep,kept
144,1jiuhubwVbY8u8cXqCZ0BtVAOaWclikA2,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_7.50s.csv,csv,2792,keep,kept
145,1hqj3mFiupYp0rAWTAo6MuQeWDGHW72Fr,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_8.50s.csv,csv,3164,keep,kept
146,1YH8jCEqmPgt5G2LLsgbDSWGwBkF0wkHA,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_9.00s.csv,csv,3347,keep,kept
147,1y3KMqMLdjuFetbzQl_UEMQw7kdolzyLb,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_12.50s.csv,csv,4646,keep,kept
148,1-k_5hwXpIqIlapxZZz97Arjz4nDe_onH,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_15.00s.csv,csv,5573,keep,kept
149,1UtBC_r6jS6JCptqQqZiAnubpdkkpKgA8,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_13.50s.csv,csv,5018,keep,kept
150,1G3rxXN_b_t_-seQycgARtJ6yPzkoyqNv,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_10.00s.csv,csv,3719,keep,kept
151,1jcRONTllvQ8z7rXx5BIjj2K_ijK2WSra,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_7.00s.csv,csv,2606,keep,kept
152,1a3Y38oTdjwsEyR0iWIorLRFDLfuIqQ75,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_13.00s.csv,csv,4832,keep,kept
153,1s-UxjseHweyt1zB-OHY4mUbsCy_67mlv,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_10.50s.csv,csv,3905,keep,kept
154,19FJBLIHmR0u5CQgDw6NTshf0OHMUzK4R,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_9.50s.csv,csv,3533,keep,kept
155,18U7nv3XWunkRBkEHsfGCrB3yGfHd34Qt,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_11.50s.csv,csv,4274,keep,kept
156,1_gh7BhdzSm6Xbwv60g-yIizqVUC3GBCo,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_6.50s.csv,csv,2420,keep,kept
157,1HEyzz-4r66bFpDosSn7akeUGp3jMr8I_,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/output.csv,csv,1005,keep,kept
158,13vc_4Jz4iAPbpOMoUkCLJZw7_X9F02k7,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/thrust_curve_7.50s.csv,csv,2792,keep,kept
159,1wbwGjszLvls5U6He-yxgDxzbfHA06TFg,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Vivek_Limaye___Drag_Analysis_for_LRI.pdf,pdf,2701,keep,kept
160,1-omYlzKByWNt3rkQPup1EVHZqBa189w2yNANWtUzOIQ,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Drag Analysis,txt,16,keep,kept
161,1uiwCbpiwCY8jSQGzW-fK1lyd-nfPxFX2JTOI1m-Pd60,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/Structures Useful Links,txt,10,keep,kept
162,1kcOsfOghzYoWVwHjke1IsgS6XtXBYanvWd4yIh10olw,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/Structural Design Research,txt,82,keep,kept
163,1U18Zwe2qVNR7DR_FHWG82_YbCCNjCyv9,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/MMPDS-10.pdf,pdf,203793,skip,word_count=203793 > 50000
164,1CzvSpm8HOcfWZ3Wk_bBXjfbMXI8AosTX1VExDnI3DoQ,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/General Research,txt,58,keep,kept
165,1pL65djpb23edFshB9MvNWGu0Q6g90KJC,"Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/HCR-5100 - Mojave Sphinx Build, Integration, and Launch Guidebook - R01.pdf",pdf,85521,skip,word_count=85521 > 50000
166,1MPNRMbAldZeplGiqfU4m4NFAiUTRLIy6,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/EUREKA-1 Technical Report 2024-03-12 21_07_02.pdf,pdf,38130,keep,kept
167,168tKftoOlZwVvTOgtnJ5Fp47sj7e6K7T,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/TREL_December_Newsletter_1733850010 2024-12-10 17_00_49.pdf,pdf,3105,keep,kept
168,1ZIXnpxKFgbcK3vbM1ZjACtKm90vt20sc,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/TREL_November_Newsletter_1731075381 2024-11-08 14_16_48.pdf,pdf,2521,keep,kept
169,10ptZB2kTCsdddboat6_vcqs77J2YORDv05Y7yt9bGkA,Technical Teams/Fluids and Internal Structures/FIS Structures/Copy of Meeting Slides Template,pdf,85,keep,kept
170,1NrjbbV8Cc48WbrbV_5HoExxiW-OsFJvaM3-j_Lfhs9o,Technical Teams/Fluids and Internal Structures/FIS Structures/Meeting Slides Template,pdf,14,keep,kept
171,1vlrEUtpOxU6o5v3lFAXitkH28kKr8enLBmLGipIYjPs,Technical Teams/Fluids and Internal Structures/FIS Fluids/P&ID Justification FIS 2025 (9/24),txt,1410,keep,kept
172,19dH8QWnkIy3E9Dj_E3ZTpOqLwd9xHl68,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set3-test3-11.9.csv,csv,46662,skip,path_contains:test csv
173,11B6qxgmn6C7uDONKNY7Gd3PL1kXj90X7,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set3-test2-11.9.csv,csv,44901,skip,path_contains:test csv
174,1j7gTDsHazjhWv6hLhFHG214I9fr-i9pl,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set3-test1-11.9.csv,csv,49257,skip,path_contains:test csv
175,1iecS0Z3F2J021vHGrNd1A6QiKvxe0oK3,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set2-test5-11.9.csv,csv,43791,skip,path_contains:test csv
176,1eskJ3ZTTHezuym5rP0UYy0j3HzaZiwfC,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set2-test4-11.9.csv,csv,46875,skip,path_contains:test csv
177,1KgmWiMCq8-ql72O3X4uiedDO7kb-9xf2,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set2-test3-11.9.csv,csv,47052,skip,path_contains:test csv
178,1k2IcLg6NEX1mxmQmcTgexyaUfOQv76Fs,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set2-test2-11.9.csv,csv,48051,skip,path_contains:test csv
179,1imEXCnrX3E2xnYvs7UXQFD0Lw-Saiyhj,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/set2-test1-11.9.csv,csv,48687,skip,path_contains:test csv
180,1F5_6JfQ1KtgT_SokCJ-yOJh5571e9QTf,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test7-11.9.csv,csv,41955,skip,path_contains:test csv
181,1j0D-BrjDamvU5L9uAEyG-iHZSllWplbP,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test6-11.9.csv,csv,39816,skip,path_contains:test csv
182,1kZM_T_oJIE3kauQJG8SW2XQ6Dryod4B8,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test5-11.9.csv,csv,38130,skip,path_contains:test csv
183,1DopSoermwq5yehTS73ysk9cPaAMHNhei,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test4-11.9.csv,csv,39336,skip,path_contains:test csv
184,1odVizOGtBecSWmt5J4OQ4zc2nSDGwKjI,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test3-11.9.csv,csv,41208,skip,path_contains:test csv
185,10RcjGgJ4PQ0c1fDpDoZ_DEmPPsJpH4Yv,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test2-11.9.csv,csv,50826,skip,path_contains:test csv
186,1KVIY5xJhCJjb9v-8IRSTnL-SbaUTN7sg,Technical Teams/Fluids and Internal Structures/FIS Fluids/Bang-Bang Pressure Regulation/Test CSV/test1-11.9.csv,csv,49593,skip,path_contains:test csv
187,19OyQDN6KgcVbSVxhOM9F5I6vw4-cNgXGJuwSzI8HkWI,Technical Teams/Fluids and Internal Structures/FIS Fluids/Rules and Regulations,txt,502,keep,kept
188,1CGq9U5oCpO4LSVAyIXPOIIfALuRghw-XKQEZmTkboOs,Technical Teams/Fluids and Internal Structures/FIS Fluids/Line Sizing Calculator/Guide to Line Sizing Calculator,txt,757,keep,kept
189,1m9dxYuk5unK36Zdd4xNZ_VFOkC23j3J5JosPWF_lALs,Technical Teams/Fluids and Internal Structures/FIS Fluids/Sources Document,txt,143,keep,kept
190,1Td4udYOjHovEmPRZyMbCAGw4Og5kICznRZ442Jk2eYc,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/FIS Torque Specifications,txt,415,keep,kept
191,1WbZNNXpJBwvxgV8WIU96mU42g_E5sWGV,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Fluids Onboarding Links.docx,docx,37,keep,kept
192,1v6GkOS091s831j4tSlaBoFSBrNeuW3kv,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Textbooks/Pipe Flow - 2012 - Rennels.pdf,pdf,153312,skip,path_contains:textbook
193,1sMSJA7tvamAiRWF88K2KILaiHScateK_,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Textbooks/white_frank_m._-_fluid_mechanics_4th_ed_mcgraw_hill.pdf,pdf,365417,skip,path_contains:textbook
194,1T-aujbU1uiSd7dz4HF79EFZKkvn4H996,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Textbooks/design-of-fluid-thermal-systems-4th-ed-paperbacknbsped-1285859650-9781285859651_compress.pdf,pdf,229344,skip,path_contains:textbook
195,1ucztSO2wprG9sgIAw13QQUFBcK5g9BIU,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Textbooks/Rocket Propulsion Elements.pdf,pdf,258503,skip,path_contains:textbook
196,1NFkQRpJvnTrlZh5gwd6FBizG2M3S6bXw,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Pressure Reg Documentation/Glossary-of-Terms - Swagelok REGS.pdf,pdf,414,keep,kept
197,1VlZdhoTISi9kw0e0EcfQqdshON3WLX4X,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Pressure Reg Documentation/Flow-Chart-Data - Swagelok REGS.pdf,pdf,5932,keep,kept
198,1zmOg2wEWhmOcjuWwu_F_OazIHnUZoR464WFbDOaCIP4,Technical Teams/Fluids and Internal Structures/Simulink/Copy of Modeling a LOx tank in Simulink,txt,495,keep,kept
199,1oXv0xTBpFL6YHcbQkmtVUUtC7nPNEv4S07LBQeNEXkw,Technical Teams/Pumps/Project Documentation/Pumps Test Stand Documentation,txt,177,keep,kept
200,1JWMW06DLCqzW1r8vw_Ks9XQXUJa4VU5dHA2iLAs1mkM,Technical Teams/Pumps/Fall 2025 Onboarding/Geyser Mk. II Documentation,txt,9111,keep,kept
201,19zPq99Tpeywx7UX5ycQFCAGcne0K7asvsQuAlnNfUCY,Technical Teams/Pumps/Fall 2025 Onboarding/Pumps Team Intro,pdf,1081,keep,kept
202,1IsEdrCJJXHwf-q07dCBkQ-t0246-UUVTk1e-vrXGwJo,Technical Teams/Pumps/Fall 2025 Onboarding/Pumps Systems,pdf,1260,keep,kept
203,1ovXeKW3rxvZ6W4az17Z2oZVXwhw5scaCQaORqaJDJAo,Technical Teams/Pumps/Fall 2025 Onboarding/Pumps Team Intro Notes,txt,1446,keep,kept
204,1yuPRxudCY-H3F5iFVtiN6AYSw9wcvf93IaL8a5XCQiY,Technical Teams/Pumps/Fall 2025 Projects/Pumps Projects Template,txt,127,keep,kept
205,1FnpyvXszDTcKvePkSHBbXk5_xNa8my0lPoa9kUfFZRk,Technical Teams/Pumps/Fall 2025 Projects/Bearing Improvements/Bearing Improvements Documentation,txt,825,keep,kept
206,1GRAki0y2aeNplQ97TjPeBa9odt1cZ9iPBoW9DUQLPBI,Technical Teams/Pumps/Fall 2025 Projects/CAD/Part Selection/Testing CAD/Part selection,txt,457,keep,kept
207,16ag1u-WLadDW8YBLifqBaXef9F8pgixG0vDa826VeN4,Technical Teams/Pumps/Fall 2025 Projects/Power Electronics/Power Documentation,txt,1263,keep,kept
208,1dpVTQnODjGzv78Opw8e_uGE2FQAKFz5ENmqONkWhPyc,Technical Teams/Pumps/Fall 2025 Projects/Power Electronics/Weekly Updates Power Electronics ,txt,190,keep,kept
209,1gnSOD6Mu9EiIFr6wqKIg4BzR7usSnqO87pYPSFeT24U,Technical Teams/Pumps/Fall 2025 Projects/E-Hardware/E-Hardware Documentation,txt,736,keep,kept
210,1iDPSyXhnbFpeSoWJivax2xnMQlhPYgFxq8V74ZzTe9o,Technical Teams/Pumps/Fall 2025 Projects/Software/Software Documentation,txt,1414,keep,kept
211,1UOMpg6wLxHuU8DsJq_PWKbc6a2qfyIaU,Technical Teams/Pumps/Fall 2025 Projects/Software/castle_link_live_2_0.pdf,pdf,1540,keep,kept
212,1EBuGn9pUpWfUT30xyI1TAWuxEqIW7etAmWe03RIU2bE,Technical Teams/Pumps/Fall 2025 Projects/Software/RAND-E Software Adaptation Analysis,txt,529,keep,kept
213,1SqhcrrT7Tai5LXFFYznO9GdvwyOP0K-8V41WDiwakok,Technical Teams/Pumps/Fall 2025 Projects/Rotordynamics/Rotordynamics Documentation,txt,995,keep,kept
214,1OOHTF9P-CdW115DxKc5ZvkmJKAZ7EZ4RpAHJPqX0l6M,Technical Teams/Pumps/Fall 2025 Projects/Impeller Resize/Impeller Resizing Documentation,txt,1181,keep,kept
215,1Z2rnCebbFKtQsbuuonDfsyl20DzuoPLxeMda17XrsFg,Technical Teams/Pumps/Fall 2025 Projects/Housing Optimization/Housing Optimization Documentation,txt,1258,keep,kept
216,19rJcv7U9_eA0yXfzS_fGvcf6ZVvvN9VUpXBQNRRDsWA,Technical Teams/Pumps/Fall 2025 Projects/Shaft Seal/Shaft Seal Documentation,txt,375,keep,kept
217,146Ms5RqvDLT5KOSpzKKwiNQ5eBU20Tct5zNSJ3odevA,Technical Teams/Pumps/Fall 2025 Projects/Shaft Seal/ Mk. II Documentation With Annotations,txt,9251,keep,kept
218,1XjRc_dyL30NHFZVRb6Kj9o90GV0GzEZO,Technical Teams/Pumps/General Tools/Parker O-Ring Handbook.pdf,pdf,223252,skip,path_contains:handbook
219,1vH2bpAedKm8JOKt2nhpL8gEkVp_6mQmSoLKbpdxX7Wg,Technical Teams/Pumps/General Tools/Screws and Bolts/How to use a screw chart,txt,516,keep,kept
220,1tmy9XzFh4VO5wg85Uw66whP7AD_RxItU,Technical Teams/Pumps/General Tools/NTN_bearing_catalog.pdf,pdf,314107,skip,path_contains:catalog
221,1rOZxnbm3lO7c5r0Jo_iL9b5kTConiG50LOKt5_dkc2Y,Technical Teams/Pumps/Pumps Testing/FMECA/Pumps FMECA planning,txt,76,keep,kept
222,1QSLM9ek5Ky-GlcCx9zuZMVV0YerbN_VavEwZxGl6FUc,Technical Teams/Pumps/Pumps Testing/Test Stand CAD/P&IDs/Testing Stand Documentation,txt,90,keep,kept
223,1SdcJxNGCoKKJnXyBAhPvyjXOJzZ-KWsjdtgnDTCxi_Q,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Pumps questions 2/16/2026,txt,113,keep,kept
224,1fCsGgeRJzP_63r6tYrSV80-5RTdfsPwCc54_L5c88HA,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Fall 2025 Initial testing procedure,txt,326,keep,kept
225,1VW1kMGQDW8JuIqVcgJX6RaCcB5ePMC-qIWW6MgKFMhI,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Testing Plan Outline,txt,1074,keep,kept
226,1GagGFGd8byYEbDuCqnG5FL1yUAcTz535yav-owyPGZg,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Pumps Testing Procedure Notes,txt,586,keep,kept
227,100-AfZ3f8BMrsLE7Fo7mV6rweUZAYovoVscOo-8-W6w,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Testing Plan Document,txt,542,keep,kept
228,1TurHGWfUsn7aI_bAGUoMqD96DACF5lCfD5QUttrtwTI,Technical Teams/Pumps/Pumps Testing/Testing Research/Testing Research 2024/Pump Test Stand Valves,txt,128,keep,kept
229,1z-mcp_bnLUKlNGlReWhHs2Xpfr15-ySm,Technical Teams/Pumps/Pumps Testing/Testing Research/Testing Research 2023/Medium Consistency Pump - PAGE 3 DIAGRAM.pdf,pdf,3847,keep,kept
230,1FDsJ1RtbRJCFVGIgvdoDSZGSDwHasjsK3rC9lwiAwz4,Technical Teams/Pumps/Pumps Testing/Magma Mk1 Checklist,txt,164,keep,kept
231,1xd1QbY1MuPuhIqXUGwd97Zw3J6zzwKgZv1O8PccSMAU,Technical Teams/Pumps/Pumps Testing/Test Stand Parts Info/Test Stand Adapters List,txt,157,keep,kept
232,1vyNyEsjJXlWWCN8OkbUy3usaLkJiPlKg,Technical Teams/Pumps/Pumps Testing/Test Stand Parts Info/Needle Valve/Needle Valve - Series N 9N - Characteristics Ordering Code.pdf,pdf,386,keep,kept
233,1o87abJz4O0Q0tX9btynJkzgmTYAvrJ5D,Technical Teams/Pumps/Pumps Testing/Test Stand Parts Info/Needle Valve/Flow Control Valves - Series N - Technical Information.pdf,pdf,1020,keep,kept
234,192RTSQ1M0S82DlB5_I0Qv7s_EpPIYCWwc-xKp3zL8w0,Technical Teams/Pumps/Pumps Testing/Test Stand BOMs/Pump Instrumentation Selection,txt,571,keep,kept
235,1l8L_sjpi9CXa7EewGdJ43wzX82C5MTSyqOmoEkD3tEE,Technical Teams/Pumps/Pumps Design/Geyser MK 3/Geyser Mk 3 conceptual meeting notes,txt,56,keep,kept
236,1sAkU_hGnUSRIKaqa0umcvpOfZxPE_gtW,Technical Teams/Pumps/Pumps Design/Bearing Manufacturer Info and CAD/6301-NTNBearingCorp.ofAmerica-2DSalesDrawing-03-11-2025.pdf,pdf,44,keep,kept
237,122kxTkI6fpYOMa5KMnyWKVIzVInEJF42qVSjJWOvNwE,Technical Teams/Pumps/Pumps Design/Design Documentation/Geyser Mk2 Batteries List,txt,175,keep,kept
238,16U0UedTIam0fI9_y2E1RlN7vs17QsxmY7spjwVAQ09g,Technical Teams/Pumps/Pumps Design/Design Documentation/Assembly Procedures,txt,1705,keep,kept
239,1nZkyNkakOIkpfGxFEsazyLqrwm6sS4a6OLgchA99hIk,Technical Teams/Pumps/Pumps Design/Design Documentation/Geyser Mk2 Pump Documentation (Outdated),txt,3885,keep,kept
240,1lDt_mbbnjYnqGPBeFzoSw7trEh3mXyOmqZS5OWff-BE,Technical Teams/Pumps/Pumps Design/Design Documentation/Bearing Sims Documentation,txt,6942,keep,kept
241,1bc3N0PpQEsa--4Rh-Qle-PUPAtvqf3N4,Technical Teams/Pumps/Pumps Design/Design Documentation/NTN bearing report.pdf,pdf,2845,keep,kept
242,10-QsXhxhAEcbCoby1Wp1fg1V0JVpwA5HavFStzyyXdg,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Labyrinth Seal: Geyser Mk2 Pump Documentation,txt,717,keep,kept
243,1NaEPkUAXDiMTywAWEGiaGhSgiUR6yqN5wfntnn3lt10,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Motor Cooling: Geyser Mk 2 Pump Documentation,txt,1543,keep,kept
244,1SJVd6_L9yHwngDN3ImDgUi7imAMPSoiP3U49xTuug9s,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Bearings: Geyser Mk2 Pump Documentation,txt,1002,keep,kept
245,1xiy4wlIx3xdebTEDHlFlnSv4xSFWXg9TYDPEyR0jFKM,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Impeller: Geyser Mk2 Pump Documentation,txt,1188,keep,kept
246,1s4w6NgTTQgI9esAF5DYAHXf9IAXAC6iL4OL4iZgj5kw,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Shaft: Geyser Mk2 Pump Documentation,txt,1283,keep,kept
247,1xn5toFqnHbhA0Dr7fyRO5JSXdAobQWSy-DA7_FUrdBU,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Fasteners: Geyser Mk2 Pump Documentation,txt,501,keep,kept
248,1to_Y8bU6cH_dNRZB6tb6DIxYWmnKihdauMLVpQb2eMs,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Bottom Housing: Geyser Mk2 Pump Documentation,txt,1867,keep,kept
249,1tegcnQnFBCmINJMi4LsIST3IiKhFj2lJinpGcqIWR5I,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Top Housing: Geyser Mk2 Pump Documentation,txt,917,keep,kept
250,1LBgnBpS_9pRikspWvKtzb5ellnUARMd4ktmYG5_-ODM,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Lip Seal: Geyser Mk2 Pump Documentation,txt,574,keep,kept
251,1bnQo2rE0WENNujQPGb-TR48cX7tl-p9bPFKYipZEwIs,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Geyser MK II Documentation Reference Sheet,txt,671,keep,kept
252,10uPZ13rZ8eOvDFHBEBCjHqdKTyhlNvEbDZo4KG7N3Sk,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Pumps Image Labeling,pdf,157,keep,kept
253,1KGREYBgSbamSFZ717cLjS-L-ZkCiczH1,Technical Teams/Pumps/Pumps Design/Design Documentation/Tech documentation example: Turbopump Retrospective.pdf,pdf,6405,keep,kept
254,1H3jXnhmSZQFyyElIRROUqnc7cipXtzRo,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Pump Parameterization/TMI_Turbopump_Pump_Parameterization.pdf,pdf,419,keep,kept
255,1mS3VJF91TCmIUH6i99IrkIehy7TDMY7M,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Geyser Mk2 Simulations Spring '23/STEP Files/SolidWorks_CasingSpiralFunction.txt,txt,16,keep,kept
256,1zLDdXD4444ABqeTIWiMbh3aCRptvgpJz,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Geyser Mk2 Simulations Spring '23/STEP Files/Iteration1.csv,csv,94,keep,kept
257,1zNSG8I6e8GOOjsayp7H3PFDctIyKUpK5lAzk5j0AmSs,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Article Review/Pump Variables,txt,209,keep,kept
258,1g4J6BHAjfoaFjCxeBj7scv0klxw7hNsV,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Article Review/barske_vsc2.pdf,pdf,4612,keep,kept
259,1_UyghGaWZDr8lGpryYBs7mDlniYi7oPZ,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Article Review/Barske_viscosity.pdf,pdf,3235,keep,kept
260,1flKYlyj37uUwQ9B5p-Yi5xg1jAr9-vgD2t_gsbrzfRs,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Materials Information,txt,312,keep,kept
261,1MtOKb_v659mPmNBoHgDJjtWLANhVz9CPc0cKO67-nso,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/LRI UCS Report,txt,880,keep,kept
262,1MXAAesXINWKyTh8P1c0420wBIDbi57IB,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Bearing_Stiffness.txt,txt,373,keep,kept
263,1k8VxpLXcRSzKOhEzYUfFysmitWJ965e3SOnWMSXpMx8,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/Rotordynamics Article Review,txt,315,keep,kept
